QQQE,Date
20.839494705200195,2013-08-21 00:00:00-04:00
21.087793350219727,2013-08-22 00:00:00-04:00
21.149871826171875,2013-08-23 00:00:00-04:00
21.172040939331055,2013-08-26 00:00:00-04:00
20.879390716552734,2013-08-27 00:00:00-04:00
20.8926944732666,2013-08-28 00:00:00-04:00
21.061185836791992,2013-08-29 00:00:00-04:00
20.919301986694336,2013-08-30 00:00:00-04:00
21.274015426635742,2013-09-03 00:00:00-04:00
21.33165740966797,2013-09-04 00:00:00-04:00
21.38929557800293,2013-09-05 00:00:00-04:00
21.49571418762207,2013-09-06 00:00:00-04:00
21.49571418762207,2013-09-09 00:00:00-04:00
21.850427627563477,2013-09-10 00:00:00-04:00
21.956844329833984,2013-09-11 00:00:00-04:00
21.88146209716797,2013-09-12 00:00:00-04:00
21.91693687438965,2013-09-13 00:00:00-04:00
22.023347854614258,2013-09-16 00:00:00-04:00
22.187673568725586,2013-09-17 00:00:00-04:00
22.396406173706055,2013-09-18 00:00:00-04:00
22.405284881591797,2013-09-19 00:00:00-04:00
22.338666915893555,2013-09-20 00:00:00-04:00
22.15214729309082,2013-09-23 00:00:00-04:00
22.169904708862305,2013-09-24 00:00:00-04:00
22.18323516845703,2013-09-25 00:00:00-04:00
22.32978630065918,2013-09-26 00:00:00-04:00
22.254283905029297,2013-09-27 00:00:00-04:00
22.18323516845703,2013-09-30 00:00:00-04:00
22.418601989746094,2013-10-01 00:00:00-04:00
22.374197006225586,2013-10-02 00:00:00-04:00
22.187673568725586,2013-10-03 00:00:00-04:00
22.400850296020508,2013-10-04 00:00:00-04:00
22.249847412109375,2013-10-07 00:00:00-04:00
21.805742263793945,2013-10-08 00:00:00-04:00
21.712474822998047,2013-10-09 00:00:00-04:00
22.11661720275879,2013-10-10 00:00:00-04:00
22.240970611572266,2013-10-11 00:00:00-04:00
22.383087158203125,2013-10-14 00:00:00-04:00
22.294260025024414,2013-10-15 00:00:00-04:00
22.46302032470703,2013-10-16 00:00:00-04:00
22.61845588684082,2013-10-17 00:00:00-04:00
22.791664123535156,2013-10-18 00:00:00-04:00
22.760562896728516,2013-10-21 00:00:00-04:00
22.902685165405273,2013-10-22 00:00:00-04:00
22.614015579223633,2013-10-23 00:00:00-04:00
22.7072811126709,2013-10-24 00:00:00-04:00
22.68951416015625,2013-10-25 00:00:00-04:00
22.742809295654297,2013-10-28 00:00:00-04:00
22.862714767456055,2013-10-29 00:00:00-04:00
22.8005428314209,2013-10-30 00:00:00-04:00
22.760562896728516,2013-10-31 00:00:00-04:00
22.738370895385742,2013-11-01 00:00:00-04:00
22.813861846923828,2013-11-04 00:00:00-05:00
22.791664123535156,2013-11-05 00:00:00-05:00
22.698394775390625,2013-11-06 00:00:00-05:00
22.391956329345703,2013-11-07 00:00:00-05:00
22.53851318359375,2013-11-08 00:00:00-05:00
22.609573364257812,2013-11-11 00:00:00-05:00
22.609573364257812,2013-11-12 00:00:00-05:00
22.765012741088867,2013-11-13 00:00:00-05:00
22.916011810302734,2013-11-14 00:00:00-05:00
23.07144546508789,2013-11-15 00:00:00-05:00
22.831628799438477,2013-11-18 00:00:00-05:00
22.68063735961914,2013-11-19 00:00:00-05:00
22.649538040161133,2013-11-20 00:00:00-05:00
22.82274627685547,2013-11-21 00:00:00-05:00
22.982622146606445,2013-11-22 00:00:00-05:00
22.995948791503906,2013-11-25 00:00:00-05:00
23.115854263305664,2013-11-26 00:00:00-05:00
23.16027069091797,2013-11-27 00:00:00-05:00
23.195796966552734,2013-11-29 00:00:00-05:00
23.142505645751953,2013-12-02 00:00:00-05:00
23.053686141967773,2013-12-03 00:00:00-05:00
23.067007064819336,2013-12-04 00:00:00-05:00
22.99150848388672,2013-12-05 00:00:00-05:00
23.271299362182617,2013-12-06 00:00:00-05:00
23.284626007080078,2013-12-09 00:00:00-05:00
23.297941207885742,2013-12-10 00:00:00-05:00
22.951539993286133,2013-12-11 00:00:00-05:00
22.964866638183594,2013-12-12 00:00:00-05:00
23.00482940673828,2013-12-13 00:00:00-05:00
23.102535247802734,2013-12-16 00:00:00-05:00
23.075889587402344,2013-12-17 00:00:00-05:00
23.271299362182617,2013-12-18 00:00:00-05:00
23.400087356567383,2013-12-19 00:00:00-05:00
23.604387283325195,2013-12-20 00:00:00-05:00
23.715410232543945,2013-12-23 00:00:00-05:00
23.826433181762695,2013-12-24 00:00:00-05:00
23.86640167236328,2013-12-26 00:00:00-05:00
23.870847702026367,2013-12-27 00:00:00-05:00
23.950780868530273,2013-12-30 00:00:00-05:00
24.035165786743164,2013-12-31 00:00:00-05:00
23.848642349243164,2014-01-02 00:00:00-05:00
23.750934600830078,2014-01-03 00:00:00-05:00
23.67099380493164,2014-01-06 00:00:00-05:00
23.848642349243164,2014-01-07 00:00:00-05:00
24.004079818725586,2014-01-08 00:00:00-05:00
23.888608932495117,2014-01-09 00:00:00-05:00
23.888608932495117,2014-01-10 00:00:00-05:00
23.5910587310791,2014-01-13 00:00:00-05:00
24.052932739257812,2014-01-14 00:00:00-05:00
24.17283821105957,2014-01-15 00:00:00-05:00
24.17283821105957,2014-01-16 00:00:00-05:00
24.16396141052246,2014-01-17 00:00:00-05:00
24.12842559814453,2014-01-21 00:00:00-05:00
24.3593692779541,2014-01-22 00:00:00-05:00
24.14619255065918,2014-01-23 00:00:00-05:00
23.728731155395508,2014-01-24 00:00:00-05:00
23.51111602783203,2014-01-27 00:00:00-05:00
23.559968948364258,2014-01-28 00:00:00-05:00
23.542207717895508,2014-01-29 00:00:00-05:00
23.85752296447754,2014-01-30 00:00:00-05:00
23.693199157714844,2014-01-31 00:00:00-05:00
23.133621215820312,2014-02-03 00:00:00-05:00
23.320146560668945,2014-02-04 00:00:00-05:00
23.231334686279297,2014-02-05 00:00:00-05:00
23.63546371459961,2014-02-06 00:00:00-05:00
24.0795841217041,2014-02-07 00:00:00-05:00
24.230571746826172,2014-02-10 00:00:00-05:00
24.54144859313965,2014-02-11 00:00:00-05:00
24.62582778930664,2014-02-12 00:00:00-05:00
24.794588088989258,2014-02-13 00:00:00-05:00
24.901182174682617,2014-02-14 00:00:00-05:00
25.0477352142334,2014-02-18 00:00:00-05:00
25.0477352142334,2014-02-19 00:00:00-05:00
25.167638778686523,2014-02-20 00:00:00-05:00
25.189847946166992,2014-02-21 00:00:00-05:00
25.394136428833008,2014-02-24 00:00:00-05:00
25.26978874206543,2014-02-25 00:00:00-05:00
25.300872802734375,2014-02-26 00:00:00-05:00
25.451875686645508,2014-02-27 00:00:00-05:00
25.349727630615234,2014-02-28 00:00:00-05:00
25.176523208618164,2014-03-03 00:00:00-05:00
25.620635986328125,2014-03-04 00:00:00-05:00
25.59842872619629,2014-03-05 00:00:00-05:00
25.51404571533203,2014-03-06 00:00:00-05:00
25.37637710571289,2014-03-07 00:00:00-05:00
25.30975341796875,2014-03-10 00:00:00-04:00
25.220937728881836,2014-03-11 00:00:00-04:00
25.2342586517334,2014-03-12 00:00:00-04:00
24.923377990722656,2014-03-13 00:00:00-04:00
25.00775909423828,2014-03-14 00:00:00-04:00
25.11879539489746,2014-03-17 00:00:00-04:00
25.349727630615234,2014-03-18 00:00:00-04:00
25.207609176635742,2014-03-19 00:00:00-04:00
25.300872802734375,2014-03-20 00:00:00-04:00
24.99443817138672,2014-03-21 00:00:00-04:00
24.537010192871094,2014-03-24 00:00:00-04:00
24.65808868408203,2014-03-25 00:00:00-04:00
24.47490119934082,2014-03-26 00:00:00-04:00
24.36767578125,2014-03-27 00:00:00-04:00
24.40789031982422,2014-03-28 00:00:00-04:00
24.649150848388672,2014-03-31 00:00:00-04:00
25.055723190307617,2014-04-01 00:00:00-04:00
25.185293197631836,2014-04-02 00:00:00-04:00
24.944028854370117,2014-04-03 00:00:00-04:00
24.349802017211914,2014-04-04 00:00:00-04:00
24.001312255859375,2014-04-07 00:00:00-04:00
24.229171752929688,2014-04-08 00:00:00-04:00
24.586605072021484,2014-04-09 00:00:00-04:00
23.840469360351562,2014-04-10 00:00:00-04:00
23.514312744140625,2014-04-11 00:00:00-04:00
23.684093475341797,2014-04-14 00:00:00-04:00
23.786853790283203,2014-04-15 00:00:00-04:00
24.005783081054688,2014-04-16 00:00:00-04:00
24.180028915405273,2014-04-17 00:00:00-04:00
24.27385139465332,2014-04-21 00:00:00-04:00
24.515111923217773,2014-04-22 00:00:00-04:00
24.331932067871094,2014-04-23 00:00:00-04:00
24.314062118530273,2014-04-24 00:00:00-04:00
23.903018951416016,2014-04-25 00:00:00-04:00
23.871746063232422,2014-04-28 00:00:00-04:00
24.01024627685547,2014-04-29 00:00:00-04:00
24.18895721435547,2014-04-30 00:00:00-04:00
24.305131912231445,2014-05-01 00:00:00-04:00
24.314062118530273,2014-05-02 00:00:00-04:00
24.345333099365234,2014-05-05 00:00:00-04:00
24.117473602294922,2014-05-06 00:00:00-04:00
24.01024627685547,2014-05-07 00:00:00-04:00
24.02812385559082,2014-05-08 00:00:00-04:00
24.130876541137695,2014-05-09 00:00:00-04:00
24.555320739746094,2014-05-12 00:00:00-04:00
24.555320739746094,2014-05-13 00:00:00-04:00
24.345333099365234,2014-05-14 00:00:00-04:00
24.18448829650879,2014-05-15 00:00:00-04:00
24.327468872070312,2014-05-16 00:00:00-04:00
24.5463924407959,2014-05-19 00:00:00-04:00
24.336400985717773,2014-05-20 00:00:00-04:00
24.48383903503418,2014-05-21 00:00:00-04:00
24.65808868408203,2014-05-22 00:00:00-04:00
24.823396682739258,2014-05-23 00:00:00-04:00
25.055723190307617,2014-05-27 00:00:00-04:00
24.993173599243164,2014-05-28 00:00:00-04:00
25.11827278137207,2014-05-29 00:00:00-04:00
25.06465721130371,2014-05-30 00:00:00-04:00
25.176353454589844,2014-06-02 00:00:00-04:00
25.11380958557129,2014-06-03 00:00:00-04:00
25.225505828857422,2014-06-04 00:00:00-04:00
25.355070114135742,2014-06-05 00:00:00-04:00
25.565059661865234,2014-06-06 00:00:00-04:00
25.556123733520508,2014-06-09 00:00:00-04:00
25.533788681030273,2014-06-10 00:00:00-04:00
